image_class,image_id,phase,system,parameter,parameter_value,result,combination
2,6,saliency_map,SelfTrained_Model,percentile,0.96,38,SelfTrained_Model
2,6,saliency_map,SelfTrained_Model_Gray,percentile,0.96,3,SelfTrained_Model
2,6,saliency_map,PreTrained_ResNext,percentile,0.96,3,SelfTrained_Model
2,6,saliency_map,PreTrained_InceptionV3,percentile,0.96,5,SelfTrained_Model
2,6,saliency_map,PreTrained_MobileNetV2,percentile,0.96,3,SelfTrained_Model
2,6,saliency_map,SelfTrained_Model,percentile,0.95,38,SelfTrained_Model
2,6,saliency_map,SelfTrained_Model_Gray,percentile,0.95,9,SelfTrained_Model
2,6,saliency_map,PreTrained_ResNext,percentile,0.95,5,SelfTrained_Model
2,6,saliency_map,PreTrained_InceptionV3,percentile,0.95,5,SelfTrained_Model
2,6,saliency_map,PreTrained_MobileNetV2,percentile,0.95,3,SelfTrained_Model
2,7,saliency_map,SelfTrained_Model,percentile,0.99,2,SelfTrained_Model
2,7,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,SelfTrained_Model
2,7,saliency_map,PreTrained_ResNext,percentile,0.99,2,SelfTrained_Model
2,7,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,SelfTrained_Model
2,7,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,SelfTrained_Model
2,7,saliency_map,SelfTrained_Model,percentile,0.98,2,SelfTrained_Model
2,7,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,SelfTrained_Model
2,7,saliency_map,PreTrained_ResNext,percentile,0.98,2,SelfTrained_Model
2,7,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,SelfTrained_Model
2,7,saliency_map,PreTrained_MobileNetV2,percentile,0.98,2,SelfTrained_Model
2,7,saliency_map,SelfTrained_Model,percentile,0.97,2,SelfTrained_Model
2,7,saliency_map,SelfTrained_Model_Gray,percentile,0.97,2,SelfTrained_Model
2,7,saliency_map,PreTrained_ResNext,percentile,0.97,5,SelfTrained_Model
2,7,saliency_map,PreTrained_InceptionV3,percentile,0.97,5,SelfTrained_Model
2,7,saliency_map,PreTrained_MobileNetV2,percentile,0.97,5,SelfTrained_Model
2,7,saliency_map,SelfTrained_Model,percentile,0.96,5,SelfTrained_Model
2,7,saliency_map,SelfTrained_Model_Gray,percentile,0.96,5,SelfTrained_Model
2,7,saliency_map,PreTrained_ResNext,percentile,0.96,5,SelfTrained_Model
2,7,saliency_map,PreTrained_InceptionV3,percentile,0.96,5,SelfTrained_Model
2,7,saliency_map,PreTrained_MobileNetV2,percentile,0.96,5,SelfTrained_Model
2,7,saliency_map,SelfTrained_Model,percentile,0.95,2,SelfTrained_Model
2,7,saliency_map,SelfTrained_Model_Gray,percentile,0.95,2,SelfTrained_Model
2,7,saliency_map,PreTrained_ResNext,percentile,0.95,5,SelfTrained_Model
2,7,saliency_map,PreTrained_InceptionV3,percentile,0.95,5,SelfTrained_Model
2,7,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,SelfTrained_Model
2,8,saliency_map,SelfTrained_Model,percentile,0.99,2,SelfTrained_Model
2,8,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,SelfTrained_Model
2,8,saliency_map,PreTrained_ResNext,percentile,0.99,2,SelfTrained_Model
2,8,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,SelfTrained_Model
2,8,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,SelfTrained_Model
2,8,saliency_map,SelfTrained_Model,percentile,0.98,2,SelfTrained_Model
2,8,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,SelfTrained_Model
2,8,saliency_map,PreTrained_ResNext,percentile,0.98,2,SelfTrained_Model
2,8,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,SelfTrained_Model
2,8,saliency_map,PreTrained_MobileNetV2,percentile,0.98,2,SelfTrained_Model
2,8,saliency_map,SelfTrained_Model,percentile,0.97,5,SelfTrained_Model
2,8,saliency_map,SelfTrained_Model_Gray,percentile,0.97,2,SelfTrained_Model
2,8,saliency_map,PreTrained_ResNext,percentile,0.97,5,SelfTrained_Model
2,8,saliency_map,PreTrained_InceptionV3,percentile,0.97,2,SelfTrained_Model
2,8,saliency_map,PreTrained_MobileNetV2,percentile,0.97,5,SelfTrained_Model
2,8,saliency_map,SelfTrained_Model,percentile,0.96,5,SelfTrained_Model
2,8,saliency_map,SelfTrained_Model_Gray,percentile,0.96,2,SelfTrained_Model
2,8,saliency_map,PreTrained_ResNext,percentile,0.96,5,SelfTrained_Model
2,8,saliency_map,PreTrained_InceptionV3,percentile,0.96,2,SelfTrained_Model
2,8,saliency_map,PreTrained_MobileNetV2,percentile,0.96,5,SelfTrained_Model
2,8,saliency_map,SelfTrained_Model,percentile,0.95,5,SelfTrained_Model
2,8,saliency_map,SelfTrained_Model_Gray,percentile,0.95,9,SelfTrained_Model
2,8,saliency_map,PreTrained_ResNext,percentile,0.95,5,SelfTrained_Model
2,8,saliency_map,PreTrained_InceptionV3,percentile,0.95,2,SelfTrained_Model
2,8,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,SelfTrained_Model
2,9,saliency_map,SelfTrained_Model,percentile,0.99,5,SelfTrained_Model
2,9,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,SelfTrained_Model
2,9,saliency_map,PreTrained_ResNext,percentile,0.99,2,SelfTrained_Model
2,9,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,SelfTrained_Model
2,9,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,SelfTrained_Model
2,9,saliency_map,SelfTrained_Model,percentile,0.98,5,SelfTrained_Model
2,9,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,SelfTrained_Model
2,9,saliency_map,PreTrained_ResNext,percentile,0.98,2,SelfTrained_Model
2,9,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,SelfTrained_Model
2,9,saliency_map,PreTrained_MobileNetV2,percentile,0.98,2,SelfTrained_Model
2,9,saliency_map,SelfTrained_Model,percentile,0.97,1,SelfTrained_Model
2,9,saliency_map,SelfTrained_Model_Gray,percentile,0.97,2,SelfTrained_Model
2,9,saliency_map,PreTrained_ResNext,percentile,0.97,2,SelfTrained_Model
2,9,saliency_map,PreTrained_InceptionV3,percentile,0.97,2,SelfTrained_Model
2,9,saliency_map,PreTrained_MobileNetV2,percentile,0.97,2,SelfTrained_Model
2,9,saliency_map,SelfTrained_Model,percentile,0.96,2,SelfTrained_Model
2,9,saliency_map,SelfTrained_Model_Gray,percentile,0.96,2,SelfTrained_Model
2,9,saliency_map,PreTrained_ResNext,percentile,0.96,5,SelfTrained_Model
2,9,saliency_map,PreTrained_InceptionV3,percentile,0.96,2,SelfTrained_Model
2,9,saliency_map,PreTrained_MobileNetV2,percentile,0.96,5,SelfTrained_Model
2,9,saliency_map,SelfTrained_Model,percentile,0.95,5,SelfTrained_Model
2,9,saliency_map,SelfTrained_Model_Gray,percentile,0.95,2,SelfTrained_Model
2,9,saliency_map,PreTrained_ResNext,percentile,0.95,2,SelfTrained_Model
2,9,saliency_map,PreTrained_InceptionV3,percentile,0.95,2,SelfTrained_Model
2,9,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,SelfTrained_Model
2,10,saliency_map,SelfTrained_Model,percentile,0.99,2,SelfTrained_Model
2,10,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,SelfTrained_Model
2,10,saliency_map,PreTrained_ResNext,percentile,0.99,2,SelfTrained_Model
2,10,saliency_map,PreTrained_InceptionV3,percentile,0.99,2,SelfTrained_Model
2,10,saliency_map,PreTrained_MobileNetV2,percentile,0.99,2,SelfTrained_Model
2,10,saliency_map,SelfTrained_Model,percentile,0.98,2,SelfTrained_Model
2,10,saliency_map,SelfTrained_Model_Gray,percentile,0.98,2,SelfTrained_Model
2,10,saliency_map,PreTrained_ResNext,percentile,0.98,5,SelfTrained_Model
2,10,saliency_map,PreTrained_InceptionV3,percentile,0.98,2,SelfTrained_Model
2,10,saliency_map,PreTrained_MobileNetV2,percentile,0.98,2,SelfTrained_Model
2,10,saliency_map,SelfTrained_Model,percentile,0.97,2,SelfTrained_Model
2,10,saliency_map,SelfTrained_Model_Gray,percentile,0.97,2,SelfTrained_Model
2,10,saliency_map,PreTrained_ResNext,percentile,0.97,5,SelfTrained_Model
2,10,saliency_map,PreTrained_InceptionV3,percentile,0.97,2,SelfTrained_Model
2,10,saliency_map,PreTrained_MobileNetV2,percentile,0.97,5,SelfTrained_Model
2,10,saliency_map,SelfTrained_Model,percentile,0.96,5,SelfTrained_Model
2,10,saliency_map,SelfTrained_Model_Gray,percentile,0.96,2,SelfTrained_Model
2,10,saliency_map,PreTrained_ResNext,percentile,0.96,5,SelfTrained_Model
2,10,saliency_map,PreTrained_InceptionV3,percentile,0.96,2,SelfTrained_Model
2,10,saliency_map,PreTrained_MobileNetV2,percentile,0.96,5,SelfTrained_Model
2,10,saliency_map,SelfTrained_Model,percentile,0.95,3,SelfTrained_Model
2,10,saliency_map,SelfTrained_Model_Gray,percentile,0.95,3,SelfTrained_Model
2,10,saliency_map,PreTrained_ResNext,percentile,0.95,5,SelfTrained_Model
2,10,saliency_map,PreTrained_InceptionV3,percentile,0.95,2,SelfTrained_Model
2,10,saliency_map,PreTrained_MobileNetV2,percentile,0.95,5,SelfTrained_Model
2,11,saliency_map,SelfTrained_Model,percentile,0.99,5,SelfTrained_Model
2,11,saliency_map,SelfTrained_Model_Gray,percentile,0.99,2,SelfTrained_Model
2,11,saliency_map,PreTrained_ResNext,percentile,0.99,2,SelfTrained_Model
